,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipType,pressure,summary,temperature,time,visibility,windBearing,windSpeed,datetime,lat,long,station_id
0,-1.74,,-0.02,0.94,fog,snow,,Foggy,0.87,1522857600,2.8,161.0,2.26,2018-04-04 09:00:00,40.12666667,116.61527779999999,shunyi_meo
1,0.87,,0.87,1.0,fog,snow,,Foggy,0.87,1522861200,2.98,163.0,1.22,2018-04-04 10:00:00,40.12666667,116.61527779999999,shunyi_meo
2,-2.78,,-0.92,0.96,clear-night,snow,1023.9,Clear,-0.32,1522864800,7.48,144.0,1.96,2018-04-04 11:00:00,40.12666667,116.61527779999999,shunyi_meo
3,-1.91,,-0.04,0.92,clear-night,rain,,Clear,1.11,1522868400,3.94,156.0,2.71,2018-04-04 12:00:00,40.12666667,116.61527779999999,shunyi_meo
4,-2.93,,-0.04,0.92,clear-night,rain,,Clear,1.11,1522872000,4.3,180.0,4.02,2018-04-04 13:00:00,40.12666667,116.61527779999999,shunyi_meo
5,-2.14,0.0,-1.33,0.93,clear-night,snow,1022.07,Clear,-0.29,1522875600,8.43,187.0,1.53,2018-04-04 14:00:00,40.12666667,116.61527779999999,shunyi_meo
6,-1.58,0.0,-0.03,0.9,clear-day,rain,,Clear,1.35,1522879200,4.23,187.0,2.66,2018-04-04 15:00:00,40.12666667,116.61527779999999,shunyi_meo
7,-0.93,0.0,-0.03,0.85,clear-day,rain,,Clear,2.22,1522882800,4.36,180.0,3.13,2018-04-04 16:00:00,40.12666667,116.61527779999999,shunyi_meo
8,-1.21,0.93,-1.04,0.89,partly-cloudy-day,snow,1021.63,Mostly Cloudy,0.49,1522886400,6.87,215.0,1.51,2018-04-04 17:00:00,40.12666667,116.61527779999999,shunyi_meo
9,-0.79,,-0.24,0.83,clear-day,rain,,Clear,2.34,1522890000,5.65,190.0,3.13,2018-04-04 18:00:00,40.12666667,116.61527779999999,shunyi_meo
10,-0.96,,-0.22,0.82,clear-day,rain,,Clear,2.58,1522893600,6.53,210.0,3.77,2018-04-04 19:00:00,40.12666667,116.61527779999999,shunyi_meo
11,0.26,0.89,-0.94,0.79,partly-cloudy-day,rain,1020.19,Mostly Cloudy,2.27,1522897200,8.4,195.0,1.94,2018-04-04 20:00:00,40.12666667,116.61527779999999,shunyi_meo
12,3.26,,-0.15,0.78,clear-day,rain,,Clear,3.26,1522900800,6.53,,,2018-04-04 21:00:00,40.12666667,116.61527779999999,shunyi_meo
13,3.5,,-0.11,0.77,clear-day,rain,,Clear,3.5,1522904400,5.87,,,2018-04-04 22:00:00,40.12666667,116.61527779999999,shunyi_meo
14,2.29,0.84,-0.62,0.71,partly-cloudy-day,rain,1017.81,Mostly Cloudy,4.27,1522908000,10.56,264.0,2.22,2018-04-04 23:00:00,40.12666667,116.61527779999999,shunyi_meo
15,2.14,0.0,0.71,0.73,clear-day,rain,,Clear,5.24,1522911600,8.05,250.0,4.02,2018-04-05 00:00:00,40.12666667,116.61527779999999,shunyi_meo
16,5.24,,0.71,0.73,clear-day,rain,,Clear,5.24,1522915200,7.84,,,2018-04-05 01:00:00,40.12666667,116.61527779999999,shunyi_meo
17,3.0,0.36,-1.05,0.61,partly-cloudy-day,rain,1016.74,Partly Cloudy,5.93,1522918800,10.56,269.0,4.01,2018-04-05 02:00:00,40.12666667,116.61527779999999,shunyi_meo
18,3.75,0.0,0.84,0.69,clear-day,rain,,Clear,6.11,1522922400,7.84,270.0,3.13,2018-04-05 03:00:00,40.12666667,116.61527779999999,shunyi_meo
19,2.71,0.0,0.92,0.74,clear-night,rain,,Clear,5.24,1522926000,6.63,260.0,3.13,2018-04-05 04:00:00,40.12666667,116.61527779999999,shunyi_meo
20,0.15,0.44,-1.68,0.7,partly-cloudy-night,rain,1018.61,Partly Cloudy,3.17,1522929600,7.77,302.0,3.21,2018-04-05 05:00:00,40.12666667,116.61527779999999,shunyi_meo
21,0.52,0.0,1.12,0.89,clear-night,rain,,Clear,2.83,1522933200,5.55,349.0,2.3,2018-04-05 06:00:00,40.12666667,116.61527779999999,shunyi_meo
22,2.19,0.0,-5.01,0.42,wind,rain,,Windy,7.17,1522936800,6.31,290.0,11.18,2018-04-05 07:00:00,40.12666667,116.61527779999999,shunyi_meo
23,0.88,0.0,-8.05,0.37,wind,rain,1020.09,Breezy,5.56,1522940400,7.39,290.0,8.02,2018-04-05 08:00:00,40.12666667,116.61527779999999,shunyi_meo
0,1.57,0.0,-8.91,0.33,wind,rain,,Breezy,6.35,1522944000,8.05,295.0,9.25,2018-04-05 09:00:00,40.12666667,116.61527779999999,shunyi_meo
1,1.92,,-11.01,0.28,wind,rain,,Breezy,6.35,1522947600,,297.0,8.04,2018-04-05 10:00:00,40.12666667,116.61527779999999,shunyi_meo
2,-2.29,,-9.34,0.4,wind,rain,1019.72,Breezy,2.88,1522951200,15.84,304.0,7.2,2018-04-05 11:00:00,40.12666667,116.61527779999999,shunyi_meo
3,0.23,,-9.57,0.33,wind,rain,,Breezy,5.24,1522954800,,304.0,8.85,2018-04-05 12:00:00,40.12666667,116.61527779999999,shunyi_meo
4,1.29,,-9.62,0.34,clear-night,rain,,Clear,5.0,1522958400,,302.0,5.1,2018-04-05 13:00:00,40.12666667,116.61527779999999,shunyi_meo
5,-2.79,,-9.74,0.4,wind,rain,1019.45,Breezy,2.63,1522962000,16.09,313.0,7.67,2018-04-05 14:00:00,40.12666667,116.61527779999999,shunyi_meo
6,-0.82,,-10.18,0.32,wind,rain,,Windy,5.0,1522965600,,317.0,11.62,2018-04-05 15:00:00,40.12666667,116.61527779999999,shunyi_meo
7,1.52,,-10.34,0.3,wind,rain,,Breezy,6.11,1522969200,,335.0,8.34,2018-04-05 16:00:00,40.12666667,116.61527779999999,shunyi_meo
8,-1.42,0.79,-9.04,0.4,partly-cloudy-day,rain,1022.41,Mostly Cloudy,3.36,1522972800,15.93,331.0,6.54,2018-04-05 17:00:00,40.12666667,116.61527779999999,shunyi_meo
9,1.14,,-9.62,0.31,wind,rain,,Breezy,6.11,1522976400,,326.0,9.69,2018-04-05 18:00:00,40.12666667,116.61527779999999,shunyi_meo
10,3.17,,-9.46,0.29,wind,rain,,Breezy,7.66,1522980000,,324.0,9.73,2018-04-05 19:00:00,40.12666667,116.61527779999999,shunyi_meo
11,0.09,0.84,-9.69,0.34,wind,rain,1024.69,Breezy and Mostly Cloudy,4.86,1522983600,16.09,328.0,7.7,2018-04-05 20:00:00,40.12666667,116.61527779999999,shunyi_meo
12,4.55,,-10.49,0.25,wind,rain,,Breezy,8.65,1522987200,,322.0,9.42,2018-04-05 21:00:00,40.12666667,116.61527779999999,shunyi_meo
13,5.57,,-12.06,0.2,wind,rain,,Breezy,9.52,1522990800,9.98,335.0,10.01,2018-04-05 22:00:00,40.12666667,116.61527779999999,shunyi_meo
14,2.37,0.79,-8.77,0.33,partly-cloudy-day,rain,1024.61,Mostly Cloudy,6.36,1522994400,15.58,326.0,6.68,2018-04-05 23:00:00,40.12666667,116.61527779999999,shunyi_meo
15,10.63,,-12.71,0.18,wind,rain,,Breezy,10.63,1522998000,9.98,342.0,10.67,2018-04-06 00:00:00,40.12666667,116.61527779999999,shunyi_meo
16,6.24,,-12.4,0.2,wind,rain,,Breezy,9.76,1523001600,9.98,324.0,8.48,2018-04-06 01:00:00,40.12666667,116.61527779999999,shunyi_meo
17,2.05,0.72,-9.44,0.31,partly-cloudy-day,rain,1025.27,Mostly Cloudy,6.38,1523005200,15.43,329.0,7.75,2018-04-06 02:00:00,40.12666667,116.61527779999999,shunyi_meo
18,3.15,,-8.72,0.3,wind,rain,,Breezy,7.66,1523008800,,300.0,9.83,2018-04-06 03:00:00,40.12666667,116.61527779999999,shunyi_meo
19,3.07,,-8.77,0.31,wind,rain,,Breezy,7.22,1523012400,,304.0,7.96,2018-04-06 04:00:00,40.12666667,116.61527779999999,shunyi_meo
20,-0.47,0.48,-9.55,0.36,partly-cloudy-night,rain,1027.31,Partly Cloudy,4.0,1523016000,16.09,311.0,6.21,2018-04-06 05:00:00,40.12666667,116.61527779999999,shunyi_meo
21,1.89,,-8.07,0.35,wind,rain,,Breezy,6.11,1523019600,,320.0,7.15,2018-04-06 06:00:00,40.12666667,116.61527779999999,shunyi_meo
22,1.59,,-9.72,0.33,clear-night,rain,,Clear,5.24,1523023200,,318.0,5.1,2018-04-06 07:00:00,40.12666667,116.61527779999999,shunyi_meo
23,-0.84,,-11.91,0.31,clear-night,rain,1026.8,Clear,3.48,1523026800,16.09,314.0,5.56,2018-04-06 08:00:00,40.12666667,116.61527779999999,shunyi_meo
0,-1.04,,-14.62,0.24,wind,rain,,Breezy,4.13,1523030400,,328.0,8.24,2018-04-06 09:00:00,40.12666667,116.61527779999999,shunyi_meo
1,-0.86,,-14.83,0.24,wind,rain,,Breezy,3.89,1523034000,,320.0,6.86,2018-04-06 10:00:00,40.12666667,116.61527779999999,shunyi_meo
2,-3.77,,-12.11,0.37,clear-night,snow,1025.73,Clear,1.04,1523037600,16.09,307.0,5.29,2018-04-06 11:00:00,40.12666667,116.61527779999999,shunyi_meo
3,-1.74,,-15.12,0.25,clear-night,rain,,Clear,2.78,1523041200,,302.0,5.61,2018-04-06 12:00:00,40.12666667,116.61527779999999,shunyi_meo
4,-2.26,,-14.39,0.27,wind,rain,,Breezy,2.78,1523044800,,304.0,6.8,2018-04-06 13:00:00,40.12666667,116.61527779999999,shunyi_meo
5,-4.72,,-12.49,0.39,clear-night,snow,1024.72,Clear,-0.16,1523048400,16.09,313.0,4.36,2018-04-06 14:00:00,40.12666667,116.61527779999999,shunyi_meo
6,-2.41,,-13.1,0.3,wind,rain,,Breezy,2.78,1523052000,,320.0,7.15,2018-04-06 15:00:00,40.12666667,116.61527779999999,shunyi_meo
7,0.84,,-13.11,0.26,clear-day,rain,,Clear,4.76,1523055600,,330.0,5.4,2018-04-06 16:00:00,40.12666667,116.61527779999999,shunyi_meo
8,-1.04,0.59,-13.38,0.29,partly-cloudy-day,rain,1024.47,Partly Cloudy,3.04,1523059200,15.9,344.0,4.85,2018-04-06 17:00:00,40.12666667,116.61527779999999,shunyi_meo
9,3.07,,-14.86,0.19,wind,rain,,Breezy,7.22,1523062800,,324.0,7.96,2018-04-06 18:00:00,40.12666667,116.61527779999999,shunyi_meo
10,5.59,,-13.59,0.19,clear-day,rain,,Clear,8.65,1523066400,,320.0,5.81,2018-04-06 19:00:00,40.12666667,116.61527779999999,shunyi_meo
11,5.14,0.51,-13.9,0.21,partly-cloudy-day,rain,1021.81,Partly Cloudy,6.67,1523070000,16.09,317.0,2.18,2018-04-06 20:00:00,40.12666667,116.61527779999999,shunyi_meo
12,10.0,,-13.43,0.18,clear-day,rain,,Clear,10.0,1523073600,,,,2018-04-06 21:00:00,40.12666667,116.61527779999999,shunyi_meo
13,10.0,,-14.4,0.16,clear-day,rain,,Clear,10.0,1523077200,,,,2018-04-06 22:00:00,40.12666667,116.61527779999999,shunyi_meo
14,10.4,0.49,-11.94,0.19,partly-cloudy-day,rain,1017.2,Partly Cloudy,10.4,1523080800,16.09,263.0,1.54,2018-04-06 23:00:00,40.12666667,116.61527779999999,shunyi_meo
15,12.66,,-13.02,0.15,clear-day,rain,,Clear,12.66,1523084400,,,,2018-04-07 00:00:00,40.12666667,116.61527779999999,shunyi_meo
16,12.66,,-11.82,0.17,clear-day,rain,,Clear,12.66,1523088000,,180.0,4.92,2018-04-07 01:00:00,40.12666667,116.61527779999999,shunyi_meo
17,11.57,0.49,-10.34,0.2,partly-cloudy-day,rain,1013.53,Partly Cloudy,11.57,1523091600,16.09,225.0,3.05,2018-04-07 02:00:00,40.12666667,116.61527779999999,shunyi_meo
18,10.87,,-8.53,0.25,clear-day,rain,,Clear,10.87,1523095200,,178.0,3.82,2018-04-07 03:00:00,40.12666667,116.61527779999999,shunyi_meo
19,8.57,,-6.88,0.31,clear-night,rain,,Clear,9.52,1523098800,,119.0,2.07,2018-04-07 04:00:00,40.12666667,116.61527779999999,shunyi_meo
20,6.63,0.55,-7.06,0.34,partly-cloudy-night,rain,1012.2,Partly Cloudy,8.01,1523102400,15.56,148.0,2.29,2018-04-07 05:00:00,40.12666667,116.61527779999999,shunyi_meo
21,4.69,,-6.32,0.36,clear-night,rain,,Clear,7.66,1523106000,,150.0,4.92,2018-04-07 06:00:00,40.12666667,116.61527779999999,shunyi_meo
22,5.83,,-6.43,0.37,clear-night,rain,,Clear,7.22,1523109600,,116.0,2.15,2018-04-07 07:00:00,40.12666667,116.61527779999999,shunyi_meo
23,4.64,,-6.66,0.4,clear-night,rain,1010.6,Clear,5.76,1523113200,16.09,112.0,1.64,2018-04-07 08:00:00,40.12666667,116.61527779999999,shunyi_meo
0,-2.18,,-0.04,0.92,fog,snow,,Foggy,1.06,1522857600,3.14,160.0,2.95,2018-04-04 09:00:00,39.98694444,116.29055559999999,hadian_meo
1,-0.79,,1.06,1.0,clear-night,snow,,Clear,1.06,1522861200,3.43,160.0,1.67,2018-04-04 10:00:00,39.98694444,116.29055559999999,hadian_meo
2,-2.61,,0.26,0.98,clear-night,snow,1024.26,Clear,0.52,1522864800,5.86,156.0,2.71,2018-04-04 11:00:00,39.98694444,116.29055559999999,hadian_meo
3,-2.2,,-0.04,0.92,clear-night,rain,,Clear,1.11,1522868400,4.39,151.0,3.04,2018-04-04 12:00:00,39.98694444,116.29055559999999,hadian_meo
4,-2.93,,-0.04,0.92,clear-night,rain,,Clear,1.11,1522872000,4.46,180.0,4.02,2018-04-04 13:00:00,39.98694444,116.29055559999999,hadian_meo
5,-2.36,0.0,-0.58,0.92,clear-night,snow,1022.34,Clear,0.52,1522875600,6.16,174.0,2.46,2018-04-04 14:00:00,39.98694444,116.29055559999999,hadian_meo
6,-2.13,0.0,-0.04,0.92,clear-day,rain,,Clear,1.16,1522879200,4.44,181.0,3.03,2018-04-04 15:00:00,39.98694444,116.29055559999999,hadian_meo
7,-0.93,0.0,-0.03,0.85,clear-day,rain,,Clear,2.22,1522882800,4.47,180.0,3.13,2018-04-04 16:00:00,39.98694444,116.29055559999999,hadian_meo
8,-1.2,0.97,-0.46,0.87,cloudy,rain,1021.74,Overcast,1.49,1522886400,5.84,219.0,2.45,2018-04-04 17:00:00,39.98694444,116.29055559999999,hadian_meo
9,-0.91,,-0.08,0.85,clear-day,rain,,Clear,2.24,1522890000,5.12,190.0,3.13,2018-04-04 18:00:00,39.98694444,116.29055559999999,hadian_meo
10,-1.44,,-0.07,0.84,clear-day,rain,,Clear,2.29,1522893600,6.2,202.0,3.96,2018-04-04 19:00:00,39.98694444,116.29055559999999,hadian_meo
11,-0.94,0.96,-0.42,0.82,cloudy,rain,1020.46,Overcast,2.26,1522897200,7.13,184.0,3.18,2018-04-04 20:00:00,39.98694444,116.29055559999999,hadian_meo
12,2.88,,-0.02,0.81,clear-day,rain,,Clear,2.88,1522900800,6.2,,,2018-04-04 21:00:00,39.98694444,116.29055559999999,hadian_meo
13,2.92,,-0.01,0.81,clear-day,rain,,Clear,2.92,1522904400,6.07,,,2018-04-04 22:00:00,39.98694444,116.29055559999999,hadian_meo
14,1.53,0.93,0.39,0.77,partly-cloudy-day,rain,1018.07,Mostly Cloudy,4.08,1522908000,9.16,255.0,2.83,2018-04-04 23:00:00,39.98694444,116.29055559999999,hadian_meo
15,1.91,0.0,1.04,0.75,clear-day,rain,,Clear,5.05,1522911600,8.05,250.0,4.02,2018-04-05 00:00:00,39.98694444,116.29055559999999,hadian_meo
16,5.05,,1.04,0.75,clear-day,rain,,Clear,5.05,1522915200,8.0,,,2018-04-05 01:00:00,39.98694444,116.29055559999999,hadian_meo
17,3.66,0.14,0.19,0.66,clear-day,rain,1016.83,Clear,6.08,1522918800,9.16,244.0,3.21,2018-04-05 02:00:00,39.98694444,116.29055559999999,hadian_meo
18,3.75,0.0,1.01,0.7,clear-day,rain,,Clear,6.11,1522922400,8.0,270.0,3.13,2018-04-05 03:00:00,39.98694444,116.29055559999999,hadian_meo
19,2.47,0.0,1.08,0.76,clear-night,rain,,Clear,5.05,1522926000,6.98,260.0,3.13,2018-04-05 04:00:00,39.98694444,116.29055559999999,hadian_meo
20,1.29,0.18,0.04,0.81,clear-night,rain,1018.26,Clear,2.94,1522929600,7.47,340.0,1.73,2018-04-05 05:00:00,39.98694444,116.29055559999999,hadian_meo
21,-0.63,0.0,1.07,0.91,clear-night,rain,,Clear,2.34,1522933200,6.0,7.0,2.94,2018-04-05 06:00:00,39.98694444,116.29055559999999,hadian_meo
22,2.84,0.0,-7.23,0.34,wind,rain,,Windy,7.66,1522936800,6.92,290.0,11.18,2018-04-05 07:00:00,39.98694444,116.29055559999999,hadian_meo
23,2.12,0.0,-8.53,0.33,wind,rain,1019.9,Breezy,6.78,1522940400,6.49,282.0,9.35,2018-04-05 08:00:00,39.98694444,116.29055559999999,hadian_meo
0,1.2,0.0,-8.94,0.33,wind,rain,,Breezy,6.16,1522944000,8.05,291.0,9.71,2018-04-05 09:00:00,39.98694444,116.29055559999999,hadian_meo
1,1.67,,-11.02,0.28,wind,rain,,Breezy,6.16,1522947600,,291.0,8.04,2018-04-05 10:00:00,39.98694444,116.29055559999999,hadian_meo
2,-0.86,,-9.62,0.36,wind,rain,1019.39,Breezy,4.12,1522951200,16.0,295.0,7.67,2018-04-05 11:00:00,39.98694444,116.29055559999999,hadian_meo
3,-0.04,,-8.97,0.35,wind,rain,,Breezy,5.05,1522954800,,301.0,8.92,2018-04-05 12:00:00,39.98694444,116.29055559999999,hadian_meo
4,1.36,,-8.98,0.36,clear-night,rain,,Clear,5.0,1522958400,,301.0,4.95,2018-04-05 13:00:00,39.98694444,116.29055559999999,hadian_meo
5,-0.76,,-10.36,0.33,wind,rain,1018.8,Breezy,4.68,1522962000,16.09,317.0,9.76,2018-04-05 14:00:00,39.98694444,116.29055559999999,hadian_meo
6,-1.06,,-9.98,0.33,wind,rain,,Windy,5.0,1522965600,,320.0,12.69,2018-04-05 15:00:00,39.98694444,116.29055559999999,hadian_meo
7,1.59,,-10.19,0.3,wind,rain,,Breezy,6.11,1522969200,,339.0,8.1,2018-04-05 16:00:00,39.98694444,116.29055559999999,hadian_meo
8,0.39,0.76,-9.67,0.34,wind,rain,1021.58,Breezy and Mostly Cloudy,4.98,1522972800,16.05,343.0,7.28,2018-04-05 17:00:00,39.98694444,116.29055559999999,hadian_meo
9,1.3,,-10.05,0.3,wind,rain,,Breezy,6.11,1522976400,,321.0,9.08,2018-04-05 18:00:00,39.98694444,116.29055559999999,hadian_meo
10,3.28,,-9.92,0.27,wind,rain,,Breezy,7.76,1522980000,,321.0,9.81,2018-04-05 19:00:00,39.98694444,116.29055559999999,hadian_meo
11,2.08,0.78,-10.34,0.29,wind,rain,1024.17,Breezy and Mostly Cloudy,6.57,1522983600,16.09,329.0,8.45,2018-04-05 20:00:00,39.98694444,116.29055559999999,hadian_meo
12,4.73,,-10.15,0.25,wind,rain,,Breezy,8.84,1522987200,,320.0,9.75,2018-04-05 21:00:00,39.98694444,116.29055559999999,hadian_meo
13,6.11,,-11.95,0.2,wind,rain,,Breezy,9.9,1522990800,9.98,339.0,9.87,2018-04-05 22:00:00,39.98694444,116.29055559999999,hadian_meo
14,5.57,0.76,-10.11,0.26,partly-cloudy-day,rain,1023.97,Mostly Cloudy,8.48,1522994400,15.9,343.0,5.3,2018-04-05 23:00:00,39.98694444,116.29055559999999,hadian_meo
15,11.01,,-12.39,0.18,wind,rain,,Breezy,11.01,1522998000,9.98,340.0,11.07,2018-04-06 00:00:00,39.98694444,116.29055559999999,hadian_meo
16,6.41,,-12.02,0.2,wind,rain,,Breezy,9.95,1523001600,9.98,321.0,8.84,2018-04-06 01:00:00,39.98694444,116.29055559999999,hadian_meo
17,4.43,0.74,-10.85,0.24,wind,rain,1024.6,Breezy and Mostly Cloudy,8.48,1523005200,15.85,330.0,9.03,2018-04-06 02:00:00,39.98694444,116.29055559999999,hadian_meo
18,3.28,,-8.71,0.3,wind,rain,,Breezy,7.76,1523008800,,300.0,9.83,2018-04-06 03:00:00,39.98694444,116.29055559999999,hadian_meo
19,3.06,,-8.77,0.31,wind,rain,,Breezy,7.22,1523012400,,301.0,8.02,2018-04-06 04:00:00,39.98694444,116.29055559999999,hadian_meo
20,1.2,0.5,-8.44,0.35,wind,rain,1026.85,Breezy and Partly Cloudy,5.87,1523016000,16.09,310.0,8.36,2018-04-06 05:00:00,39.98694444,116.29055559999999,hadian_meo
21,1.89,,-7.88,0.36,wind,rain,,Breezy,6.11,1523019600,,320.0,7.15,2018-04-06 06:00:00,39.98694444,116.29055559999999,hadian_meo
22,1.42,,-9.88,0.33,clear-night,rain,,Clear,5.05,1523023200,,319.0,4.95,2018-04-06 07:00:00,39.98694444,116.29055559999999,hadian_meo
23,0.5,,-12.62,0.27,clear-night,rain,1026.75,Clear,4.6,1523026800,16.09,319.0,5.73,2018-04-06 08:00:00,39.98694444,116.29055559999999,hadian_meo
0,-1.47,,-14.79,0.24,wind,rain,,Breezy,3.94,1523030400,,330.0,8.8,2018-04-06 09:00:00,39.98694444,116.29055559999999,hadian_meo
1,-0.95,,-14.83,0.24,wind,rain,,Breezy,3.89,1523034000,,320.0,7.09,2018-04-06 10:00:00,39.98694444,116.29055559999999,hadian_meo
2,-2.41,,-13.53,0.29,wind,rain,1025.47,Breezy,2.7,1523037600,16.09,309.0,6.92,2018-04-06 11:00:00,39.98694444,116.29055559999999,hadian_meo
3,-1.82,,-14.87,0.26,clear-night,rain,,Clear,2.78,1523041200,,300.0,5.77,2018-04-06 12:00:00,39.98694444,116.29055559999999,hadian_meo
4,-2.37,,-14.01,0.28,wind,rain,,Breezy,2.78,1523044800,,301.0,7.08,2018-04-06 13:00:00,39.98694444,116.29055559999999,hadian_meo
5,-3.46,,-13.24,0.32,clear-night,rain,1024.47,Clear,1.56,1523048400,16.09,311.0,5.97,2018-04-06 14:00:00,39.98694444,116.29055559999999,hadian_meo
6,-2.41,,-12.75,0.31,wind,rain,,Breezy,2.78,1523052000,,320.0,7.15,2018-04-06 15:00:00,39.98694444,116.29055559999999,hadian_meo
7,1.27,,-12.94,0.26,clear-day,rain,,Clear,4.95,1523055600,,330.0,5.02,2018-04-06 16:00:00,39.98694444,116.29055559999999,hadian_meo
8,0.46,0.71,-13.71,0.25,partly-cloudy-day,rain,1024.41,Mostly Cloudy,4.83,1523059200,16.01,355.0,6.57,2018-04-06 17:00:00,39.98694444,116.29055559999999,hadian_meo
9,3.06,,-14.86,0.19,wind,rain,,Breezy,7.22,1523062800,,321.0,8.02,2018-04-06 18:00:00,39.98694444,116.29055559999999,hadian_meo
10,5.83,,-12.99,0.2,clear-day,rain,,Clear,8.84,1523066400,,320.0,5.81,2018-04-06 19:00:00,39.98694444,116.29055559999999,hadian_meo
11,7.05,0.66,-13.96,0.19,partly-cloudy-day,rain,1021.76,Mostly Cloudy,7.99,1523070000,16.09,342.0,1.78,2018-04-06 20:00:00,39.98694444,116.29055559999999,hadian_meo
12,10.0,,-12.73,0.19,clear-day,rain,,Clear,10.0,1523073600,,,,2018-04-06 21:00:00,39.98694444,116.29055559999999,hadian_meo
13,10.0,,-14.02,0.17,clear-day,rain,,Clear,10.0,1523077200,,,,2018-04-06 22:00:00,39.98694444,116.29055559999999,hadian_meo
14,11.51,0.37,-12.37,0.17,partly-cloudy-day,rain,1017.19,Partly Cloudy,11.51,1523080800,16.09,197.0,2.11,2018-04-06 23:00:00,39.98694444,116.29055559999999,hadian_meo
15,12.76,,-12.53,0.16,clear-day,rain,,Clear,12.76,1523084400,,,,2018-04-07 00:00:00,39.98694444,116.29055559999999,hadian_meo
16,12.76,,-11.12,0.18,clear-day,rain,,Clear,12.76,1523088000,,180.0,4.92,2018-04-07 01:00:00,39.98694444,116.29055559999999,hadian_meo
17,12.34,0.38,-10.22,0.2,partly-cloudy-day,rain,1013.54,Partly Cloudy,12.34,1523091600,16.09,214.0,4.19,2018-04-07 02:00:00,39.98694444,116.29055559999999,hadian_meo
18,11.06,,-7.84,0.26,clear-day,rain,,Clear,11.06,1523095200,,180.0,3.98,2018-04-07 03:00:00,39.98694444,116.29055559999999,hadian_meo
19,9.22,,-7.14,0.29,clear-night,rain,,Clear,9.9,1523098800,,104.0,1.83,2018-04-07 04:00:00,39.98694444,116.29055559999999,hadian_meo
20,7.66,0.4,-7.18,0.32,partly-cloudy-night,rain,1011.97,Partly Cloudy,8.61,1523102400,15.9,133.0,1.91,2018-04-07 05:00:00,39.98694444,116.29055559999999,hadian_meo
21,4.82,,-6.94,0.34,clear-night,rain,,Clear,7.76,1523106000,,150.0,4.92,2018-04-07 06:00:00,39.98694444,116.29055559999999,hadian_meo
22,6.12,,-7.05,0.35,clear-night,rain,,Clear,7.22,1523109600,,96.0,1.83,2018-04-07 07:00:00,39.98694444,116.29055559999999,hadian_meo
23,4.86,,-6.99,0.39,clear-night,rain,1010.28,Clear,6.03,1523113200,16.09,96.0,1.73,2018-04-07 08:00:00,39.98694444,116.29055559999999,hadian_meo
0,-1.63,,-0.02,0.94,fog,snow,,Foggy,0.83,1522857600,2.74,161.0,2.12,2018-04-04 09:00:00,40.44944444,115.9688889,yanqing_meo
1,0.83,,0.83,1.0,fog,snow,,Foggy,0.83,1522861200,2.9,164.0,1.13,2018-04-04 10:00:00,40.44944444,115.9688889,yanqing_meo
2,-3.86,,-2.22,0.93,clear-night,snow,1023.11,Clear,-1.19,1522864800,10.83,139.0,2.01,2018-04-04 11:00:00,40.44944444,115.9688889,yanqing_meo
3,-1.86,,-0.04,0.92,clear-night,rain,,Clear,1.11,1522868400,3.86,157.0,2.66,2018-04-04 12:00:00,40.44944444,115.9688889,yanqing_meo
4,-2.93,,-0.04,0.92,clear-night,rain,,Clear,1.11,1522872000,4.26,180.0,4.02,2018-04-04 13:00:00,40.44944444,115.9688889,yanqing_meo
5,-1.03,0.0,-2.28,0.91,clear-night,snow,1021.47,Clear,-1.03,1522875600,11.15,198.0,1.27,2018-04-04 14:00:00,40.44944444,115.9688889,yanqing_meo
6,-1.47,0.0,-0.03,0.9,clear-day,rain,,Clear,1.39,1522879200,4.18,189.0,2.6,2018-04-04 15:00:00,40.44944444,115.9688889,yanqing_meo
7,-0.93,0.0,-0.03,0.85,clear-day,rain,,Clear,2.22,1522882800,4.35,180.0,3.13,2018-04-04 16:00:00,40.44944444,115.9688889,yanqing_meo
8,-0.48,0.9,-2.08,0.89,partly-cloudy-day,snow,1021.22,Mostly Cloudy,-0.48,1522886400,8.92,212.0,1.18,2018-04-04 17:00:00,40.44944444,115.9688889,yanqing_meo
9,-0.77,,-0.27,0.83,clear-day,rain,,Clear,2.36,1522890000,5.76,190.0,3.13,2018-04-04 18:00:00,40.44944444,115.9688889,yanqing_meo
10,-0.87,,-0.25,0.81,clear-day,rain,,Clear,2.64,1522893600,6.6,212.0,3.74,2018-04-04 19:00:00,40.44944444,115.9688889,yanqing_meo
11,0.13,0.84,-1.93,0.76,partly-cloudy-day,rain,1019.57,Mostly Cloudy,1.84,1522897200,10.15,211.0,1.65,2018-04-04 20:00:00,40.44944444,115.9688889,yanqing_meo
12,3.34,,-0.18,0.78,clear-day,rain,,Clear,3.34,1522900800,6.6,,,2018-04-04 21:00:00,40.44944444,115.9688889,yanqing_meo
13,3.62,,-0.13,0.76,clear-day,rain,,Clear,3.62,1522904400,5.83,,,2018-04-04 22:00:00,40.44944444,115.9688889,yanqing_meo
14,1.59,0.72,-1.84,0.66,partly-cloudy-day,rain,1017.43,Mostly Cloudy,3.89,1522908000,11.54,273.0,2.51,2018-04-04 23:00:00,40.44944444,115.9688889,yanqing_meo
15,2.19,0.0,0.64,0.72,clear-day,rain,,Clear,5.28,1522911600,8.05,250.0,4.02,2018-04-05 00:00:00,40.44944444,115.9688889,yanqing_meo
