,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipType,pressure,summary,temperature,time,visibility,windBearing,windSpeed,datetime,lat,long,station_id
14,1.56,0.93,0.32,0.76,partly-cloudy-day,rain,1018.07,Mostly Cloudy,4.11,1522908000,9.27,256.0,2.83,2018-04-04 23:00:00,39.9425,116.20527779999999,shijingshan_meo
15,1.91,0.0,1.03,0.75,clear-day,rain,,Clear,5.06,1522911600,8.05,250.0,4.02,2018-04-05 00:00:00,39.9425,116.20527779999999,shijingshan_meo
16,5.06,,1.03,0.75,clear-day,rain,,Clear,5.06,1522915200,8.0,,,2018-04-05 01:00:00,39.9425,116.20527779999999,shijingshan_meo
17,3.64,0.15,0.12,0.66,clear-day,rain,1016.85,Clear,6.08,1522918800,9.25,246.0,3.24,2018-04-05 02:00:00,39.9425,116.20527779999999,shijingshan_meo
18,3.75,0.0,1.01,0.7,clear-day,rain,,Clear,6.11,1522922400,8.0,270.0,3.13,2018-04-05 03:00:00,39.9425,116.20527779999999,shijingshan_meo
19,2.48,0.0,1.08,0.75,clear-night,rain,,Clear,5.06,1522926000,6.98,260.0,3.13,2018-04-05 04:00:00,39.9425,116.20527779999999,shijingshan_meo
20,1.24,0.19,-0.06,0.81,clear-night,rain,1018.31,Clear,2.96,1522929600,7.53,337.0,1.78,2018-04-05 05:00:00,39.9425,116.20527779999999,shijingshan_meo
21,-0.61,0.0,1.07,0.91,clear-night,rain,,Clear,2.36,1522933200,5.99,6.0,2.92,2018-04-05 06:00:00,39.9425,116.20527779999999,shijingshan_meo
22,2.83,0.0,-7.17,0.34,wind,rain,,Windy,7.64,1522936800,6.9,290.0,11.18,2018-04-05 07:00:00,39.9425,116.20527779999999,shijingshan_meo
23,2.07,0.0,-8.51,0.33,wind,rain,1019.92,Breezy,6.74,1522940400,6.52,283.0,9.3,2018-04-05 08:00:00,39.9425,116.20527779999999,shijingshan_meo
0,1.21,0.0,-8.94,0.33,wind,rain,,Breezy,6.17,1522944000,8.05,291.0,9.7,2018-04-05 09:00:00,39.9425,116.20527779999999,shijingshan_meo
1,1.68,,-11.02,0.28,wind,rain,,Breezy,6.17,1522947600,,292.0,8.03,2018-04-05 10:00:00,39.9425,116.20527779999999,shijingshan_meo
2,-0.94,,-9.59,0.36,wind,rain,1019.46,Breezy,4.04,1522951200,16.0,296.0,7.65,2018-04-05 11:00:00,39.9425,116.20527779999999,shijingshan_meo
3,-0.04,,-8.98,0.35,wind,rain,,Breezy,5.06,1522954800,,301.0,8.91,2018-04-05 12:00:00,39.9425,116.20527779999999,shijingshan_meo
4,1.36,,-8.99,0.36,clear-night,rain,,Clear,5.0,1522958400,,301.0,4.96,2018-04-05 13:00:00,39.9425,116.20527779999999,shijingshan_meo
5,-0.88,,-10.34,0.33,wind,rain,1018.88,Breezy,4.57,1522962000,16.09,317.0,9.66,2018-04-05 14:00:00,39.9425,116.20527779999999,shijingshan_meo
6,-1.05,,-9.98,0.33,wind,rain,,Windy,5.0,1522965600,,319.0,12.66,2018-04-05 15:00:00,39.9425,116.20527779999999,shijingshan_meo
7,1.58,,-10.2,0.3,wind,rain,,Breezy,6.11,1522969200,,339.0,8.1,2018-04-05 16:00:00,39.9425,116.20527779999999,shijingshan_meo
8,0.3,0.76,-9.66,0.34,wind,rain,1021.66,Breezy and Mostly Cloudy,4.89,1522972800,16.05,342.0,7.21,2018-04-05 17:00:00,39.9425,116.20527779999999,shijingshan_meo
9,1.3,,-10.04,0.3,wind,rain,,Breezy,6.11,1522976400,,321.0,9.1,2018-04-05 18:00:00,39.9425,116.20527779999999,shijingshan_meo
10,3.28,,-9.91,0.27,wind,rain,,Breezy,7.75,1522980000,,321.0,9.81,2018-04-05 19:00:00,39.9425,116.20527779999999,shijingshan_meo
11,1.97,0.78,-10.3,0.29,wind,rain,1024.24,Breezy and Mostly Cloudy,6.48,1522983600,16.09,329.0,8.42,2018-04-05 20:00:00,39.9425,116.20527779999999,shijingshan_meo
12,4.73,,-10.16,0.25,wind,rain,,Breezy,8.83,1522987200,,320.0,9.75,2018-04-05 21:00:00,39.9425,116.20527779999999,shijingshan_meo
13,6.1,,-11.96,0.2,wind,rain,,Breezy,9.89,1522990800,9.98,339.0,9.87,2018-04-05 22:00:00,39.9425,116.20527779999999,shijingshan_meo
14,5.4,0.76,-9.96,0.26,partly-cloudy-day,rain,1024.04,Mostly Cloudy,8.35,1522994400,15.88,341.0,5.32,2018-04-05 23:00:00,39.9425,116.20527779999999,shijingshan_meo
15,11.01,,-12.4,0.18,wind,rain,,Breezy,11.01,1522998000,9.98,340.0,11.06,2018-04-06 00:00:00,39.9425,116.20527779999999,shijingshan_meo
16,6.4,,-12.03,0.2,wind,rain,,Breezy,9.94,1523001600,9.98,321.0,8.83,2018-04-06 01:00:00,39.9425,116.20527779999999,shijingshan_meo
17,4.27,0.74,-10.73,0.25,wind,rain,1024.68,Breezy and Mostly Cloudy,8.35,1523005200,15.84,329.0,8.98,2018-04-06 02:00:00,39.9425,116.20527779999999,shijingshan_meo
18,3.27,,-8.71,0.3,wind,rain,,Breezy,7.75,1523008800,,300.0,9.83,2018-04-06 03:00:00,39.9425,116.20527779999999,shijingshan_meo
19,3.06,,-8.77,0.31,wind,rain,,Breezy,7.22,1523012400,,301.0,8.02,2018-04-06 04:00:00,39.9425,116.20527779999999,shijingshan_meo
20,1.09,0.5,-8.53,0.35,wind,rain,1026.91,Breezy and Partly Cloudy,5.76,1523016000,16.09,310.0,8.24,2018-04-06 05:00:00,39.9425,116.20527779999999,shijingshan_meo
21,1.89,,-7.89,0.36,wind,rain,,Breezy,6.11,1523019600,,320.0,7.15,2018-04-06 06:00:00,39.9425,116.20527779999999,shijingshan_meo
22,1.42,,-9.88,0.33,clear-night,rain,,Clear,5.06,1523023200,,319.0,4.96,2018-04-06 07:00:00,39.9425,116.20527779999999,shijingshan_meo
23,0.46,,-12.61,0.27,clear-night,rain,1026.76,Clear,4.56,1523026800,16.09,318.0,5.72,2018-04-06 08:00:00,39.9425,116.20527779999999,shijingshan_meo
0,-1.46,,-14.78,0.24,wind,rain,,Breezy,3.94,1523030400,,330.0,8.79,2018-04-06 09:00:00,39.9425,116.20527779999999,shijingshan_meo
1,-0.95,,-14.83,0.24,wind,rain,,Breezy,3.89,1523034000,,320.0,7.09,2018-04-06 10:00:00,39.9425,116.20527779999999,shijingshan_meo
2,-2.5,,-13.46,0.29,wind,rain,1025.51,Breezy,2.61,1523037600,16.09,309.0,6.83,2018-04-06 11:00:00,39.9425,116.20527779999999,shijingshan_meo
3,-1.82,,-14.88,0.26,clear-night,rain,,Clear,2.78,1523041200,,300.0,5.77,2018-04-06 12:00:00,39.9425,116.20527779999999,shijingshan_meo
4,-2.37,,-14.02,0.28,wind,rain,,Breezy,2.78,1523044800,,301.0,7.07,2018-04-06 13:00:00,39.9425,116.20527779999999,shijingshan_meo
5,-3.53,,-13.21,0.33,clear-night,rain,1024.51,Clear,1.46,1523048400,16.09,310.0,5.87,2018-04-06 14:00:00,39.9425,116.20527779999999,shijingshan_meo
6,-2.41,,-12.76,0.31,wind,rain,,Breezy,2.78,1523052000,,320.0,7.15,2018-04-06 15:00:00,39.9425,116.20527779999999,shijingshan_meo
7,1.26,,-12.95,0.26,clear-day,rain,,Clear,4.94,1523055600,,330.0,5.02,2018-04-06 16:00:00,39.9425,116.20527779999999,shijingshan_meo
8,0.38,0.71,-13.72,0.25,partly-cloudy-day,rain,1024.43,Mostly Cloudy,4.73,1523059200,16.0,355.0,6.42,2018-04-06 17:00:00,39.9425,116.20527779999999,shijingshan_meo
9,3.06,,-14.86,0.19,wind,rain,,Breezy,7.22,1523062800,,321.0,8.02,2018-04-06 18:00:00,39.9425,116.20527779999999,shijingshan_meo
10,5.83,,-13.01,0.2,clear-day,rain,,Clear,8.83,1523066400,,320.0,5.81,2018-04-06 19:00:00,39.9425,116.20527779999999,shijingshan_meo
11,6.97,0.66,-13.93,0.2,partly-cloudy-day,rain,1021.77,Mostly Cloudy,7.92,1523070000,16.09,340.0,1.78,2018-04-06 20:00:00,39.9425,116.20527779999999,shijingshan_meo
12,10.0,,-12.75,0.19,clear-day,rain,,Clear,10.0,1523073600,,,,2018-04-06 21:00:00,39.9425,116.20527779999999,shijingshan_meo
13,10.0,,-14.03,0.17,clear-day,rain,,Clear,10.0,1523077200,,,,2018-04-06 22:00:00,39.9425,116.20527779999999,shijingshan_meo
14,11.47,0.37,-12.32,0.18,partly-cloudy-day,rain,1017.18,Partly Cloudy,11.47,1523080800,16.09,200.0,2.04,2018-04-06 23:00:00,39.9425,116.20527779999999,shijingshan_meo
15,12.75,,-12.54,0.16,clear-day,rain,,Clear,12.75,1523084400,,,,2018-04-07 00:00:00,39.9425,116.20527779999999,shijingshan_meo
16,12.75,,-11.13,0.18,clear-day,rain,,Clear,12.75,1523088000,,180.0,4.92,2018-04-07 01:00:00,39.9425,116.20527779999999,shijingshan_meo
17,12.33,0.38,-10.21,0.2,partly-cloudy-day,rain,1013.53,Partly Cloudy,12.33,1523091600,16.09,215.0,4.14,2018-04-07 02:00:00,39.9425,116.20527779999999,shijingshan_meo
18,11.06,,-7.86,0.26,clear-day,rain,,Clear,11.06,1523095200,,180.0,3.98,2018-04-07 03:00:00,39.9425,116.20527779999999,shijingshan_meo
19,9.21,,-7.14,0.29,clear-night,rain,,Clear,9.89,1523098800,,105.0,1.83,2018-04-07 04:00:00,39.9425,116.20527779999999,shijingshan_meo
20,7.66,0.4,-7.16,0.32,partly-cloudy-night,rain,1011.96,Partly Cloudy,8.61,1523102400,15.88,134.0,1.91,2018-04-07 05:00:00,39.9425,116.20527779999999,shijingshan_meo
21,4.81,,-6.92,0.35,clear-night,rain,,Clear,7.75,1523106000,,150.0,4.92,2018-04-07 06:00:00,39.9425,116.20527779999999,shijingshan_meo
22,6.12,,-7.04,0.35,clear-night,rain,,Clear,7.22,1523109600,,96.0,1.83,2018-04-07 07:00:00,39.9425,116.20527779999999,shijingshan_meo
23,4.86,,-6.98,0.39,clear-night,rain,1010.28,Clear,6.03,1523113200,16.09,96.0,1.72,2018-04-07 08:00:00,39.9425,116.20527779999999,shijingshan_meo
0,-2.16,,-0.04,0.92,fog,snow,,Foggy,1.04,1522857600,3.11,160.0,2.9,2018-04-04 09:00:00,39.87027778,116.2452778,fengtai_meo
1,-0.76,,1.04,1.0,clear-night,snow,,Clear,1.04,1522861200,3.4,161.0,1.64,2018-04-04 10:00:00,39.87027778,116.2452778,fengtai_meo
2,-2.62,,0.13,0.98,clear-night,snow,1024.24,Clear,0.44,1522864800,6.02,156.0,2.62,2018-04-04 11:00:00,39.87027778,116.2452778,fengtai_meo
3,-2.18,,-0.04,0.92,clear-night,rain,,Clear,1.11,1522868400,4.36,152.0,3.02,2018-04-04 12:00:00,39.87027778,116.2452778,fengtai_meo
4,-2.93,,-0.04,0.92,clear-night,rain,,Clear,1.11,1522872000,4.46,180.0,4.02,2018-04-04 13:00:00,39.87027778,116.2452778,fengtai_meo
5,-2.32,0.0,-0.65,0.92,clear-night,snow,1022.32,Clear,0.44,1522875600,6.39,175.0,2.33,2018-04-04 14:00:00,39.87027778,116.2452778,fengtai_meo
6,-2.09,0.0,-0.04,0.92,clear-day,rain,,Clear,1.18,1522879200,4.43,182.0,3.0,2018-04-04 15:00:00,39.87027778,116.2452778,fengtai_meo
7,-0.93,0.0,-0.03,0.85,clear-day,rain,,Clear,2.22,1522882800,4.47,180.0,3.13,2018-04-04 16:00:00,39.87027778,116.2452778,fengtai_meo
8,-1.19,0.97,-0.51,0.87,cloudy,rain,1021.74,Overcast,1.4,1522886400,5.95,219.0,2.33,2018-04-04 17:00:00,39.87027778,116.2452778,fengtai_meo
9,-0.89,,-0.09,0.84,clear-day,rain,,Clear,2.26,1522890000,5.17,190.0,3.13,2018-04-04 18:00:00,39.87027778,116.2452778,fengtai_meo
10,-1.4,,-0.08,0.84,clear-day,rain,,Clear,2.32,1522893600,6.23,203.0,3.94,2018-04-04 19:00:00,39.87027778,116.2452778,fengtai_meo
11,-0.78,0.95,-0.47,0.82,cloudy,rain,1020.45,Overcast,2.29,1522897200,7.27,186.0,3.04,2018-04-04 20:00:00,39.87027778,116.2452778,fengtai_meo
12,2.91,,-0.03,0.81,clear-day,rain,,Clear,2.91,1522900800,6.23,,,2018-04-04 21:00:00,39.87027778,116.2452778,fengtai_meo
13,2.97,,-0.01,0.81,clear-day,rain,,Clear,2.97,1522904400,6.05,,,2018-04-04 22:00:00,39.87027778,116.2452778,fengtai_meo
14,1.62,0.92,0.27,0.76,partly-cloudy-day,rain,1018.07,Mostly Cloudy,4.14,1522908000,9.32,256.0,2.83,2018-04-04 23:00:00,39.87027778,116.2452778,fengtai_meo
15,1.92,0.0,1.02,0.75,clear-day,rain,,Clear,5.07,1522911600,8.05,250.0,4.02,2018-04-05 00:00:00,39.87027778,116.2452778,fengtai_meo
16,5.07,,1.02,0.75,clear-day,rain,,Clear,5.07,1522915200,8.0,,,2018-04-05 01:00:00,39.87027778,116.2452778,fengtai_meo
17,3.63,0.17,0.07,0.65,clear-day,rain,1016.85,Clear,6.08,1522918800,9.32,248.0,3.25,2018-04-05 02:00:00,39.87027778,116.2452778,fengtai_meo
18,3.75,0.0,0.99,0.7,clear-day,rain,,Clear,6.11,1522922400,8.0,270.0,3.13,2018-04-05 03:00:00,39.87027778,116.2452778,fengtai_meo
19,2.49,0.0,1.07,0.75,clear-night,rain,,Clear,5.07,1522926000,6.95,260.0,3.13,2018-04-05 04:00:00,39.87027778,116.2452778,fengtai_meo
20,1.24,0.21,-0.11,0.8,clear-night,rain,1018.32,Clear,2.99,1522929600,7.52,333.0,1.82,2018-04-05 05:00:00,39.87027778,116.2452778,fengtai_meo
21,-0.54,0.0,1.08,0.91,clear-night,rain,,Clear,2.38,1522933200,5.97,6.0,2.88,2018-04-05 06:00:00,39.87027778,116.2452778,fengtai_meo
22,2.79,0.0,-7.03,0.35,wind,rain,,Windy,7.62,1522936800,6.87,290.0,11.18,2018-04-05 07:00:00,39.87027778,116.2452778,fengtai_meo
23,2.03,0.0,-8.46,0.33,wind,rain,1019.93,Breezy,6.7,1522940400,6.55,283.0,9.24,2018-04-05 08:00:00,39.87027778,116.2452778,fengtai_meo
0,1.23,0.0,-8.94,0.33,wind,rain,,Breezy,6.18,1522944000,8.05,291.0,9.67,2018-04-05 09:00:00,39.87027778,116.2452778,fengtai_meo
1,1.69,,-11.02,0.28,wind,rain,,Breezy,6.18,1522947600,,292.0,8.03,2018-04-05 10:00:00,39.87027778,116.2452778,fengtai_meo
2,-0.97,,-9.56,0.36,wind,rain,1019.48,Breezy,4.02,1522951200,15.98,296.0,7.61,2018-04-05 11:00:00,39.87027778,116.2452778,fengtai_meo
3,-0.02,,-9.02,0.35,wind,rain,,Breezy,5.07,1522954800,,301.0,8.91,2018-04-05 12:00:00,39.87027778,116.2452778,fengtai_meo
4,1.36,,-9.03,0.35,clear-night,rain,,Clear,5.0,1522958400,,301.0,4.96,2018-04-05 13:00:00,39.87027778,116.2452778,fengtai_meo
5,-0.96,,-10.3,0.33,wind,rain,1018.92,Breezy,4.48,1522962000,16.09,317.0,9.5,2018-04-05 14:00:00,39.87027778,116.2452778,fengtai_meo
6,-1.04,,-9.99,0.33,wind,rain,,Windy,5.0,1522965600,,319.0,12.61,2018-04-05 15:00:00,39.87027778,116.2452778,fengtai_meo
7,1.58,,-10.21,0.3,wind,rain,,Breezy,6.11,1522969200,,339.0,8.12,2018-04-05 16:00:00,39.87027778,116.2452778,fengtai_meo
8,0.25,0.76,-9.61,0.34,wind,rain,1021.69,Breezy and Mostly Cloudy,4.84,1522972800,16.05,341.0,7.17,2018-04-05 17:00:00,39.87027778,116.2452778,fengtai_meo
9,1.29,,-10.02,0.3,wind,rain,,Breezy,6.11,1522976400,,322.0,9.13,2018-04-05 18:00:00,39.87027778,116.2452778,fengtai_meo
10,3.27,,-9.88,0.27,wind,rain,,Breezy,7.74,1522980000,,321.0,9.8,2018-04-05 19:00:00,39.87027778,116.2452778,fengtai_meo
11,1.91,0.79,-10.24,0.29,wind,rain,1024.26,Breezy and Mostly Cloudy,6.42,1522983600,16.09,329.0,8.36,2018-04-05 20:00:00,39.87027778,116.2452778,fengtai_meo
12,4.72,,-10.18,0.25,wind,rain,,Breezy,8.82,1522987200,,320.0,9.72,2018-04-05 21:00:00,39.87027778,116.2452778,fengtai_meo
13,6.07,,-11.96,0.2,wind,rain,,Breezy,9.87,1522990800,9.98,339.0,9.88,2018-04-05 22:00:00,39.87027778,116.2452778,fengtai_meo
14,5.24,0.77,-9.9,0.26,partly-cloudy-day,rain,1024.07,Mostly Cloudy,8.26,1522994400,15.85,340.0,5.4,2018-04-05 23:00:00,39.87027778,116.2452778,fengtai_meo
15,10.98,,-12.42,0.18,wind,rain,,Breezy,10.98,1522998000,9.98,340.0,11.04,2018-04-06 00:00:00,39.87027778,116.2452778,fengtai_meo
16,6.39,,-12.05,0.2,wind,rain,,Breezy,9.93,1523001600,9.98,321.0,8.82,2018-04-06 01:00:00,39.87027778,116.2452778,fengtai_meo
17,4.17,0.73,-10.64,0.25,wind,rain,1024.7,Breezy and Mostly Cloudy,8.26,1523005200,15.79,329.0,8.91,2018-04-06 02:00:00,39.87027778,116.2452778,fengtai_meo
18,3.27,,-8.71,0.3,wind,rain,,Breezy,7.74,1523008800,,300.0,9.83,2018-04-06 03:00:00,39.87027778,116.2452778,fengtai_meo
19,3.06,,-8.77,0.31,wind,rain,,Breezy,7.22,1523012400,,301.0,8.02,2018-04-06 04:00:00,39.87027778,116.2452778,fengtai_meo
20,1.03,0.5,-8.59,0.35,wind,rain,1026.93,Breezy and Partly Cloudy,5.68,1523016000,16.09,310.0,8.1,2018-04-06 05:00:00,39.87027778,116.2452778,fengtai_meo
21,1.89,,-7.9,0.36,wind,rain,,Breezy,6.11,1523019600,,320.0,7.15,2018-04-06 06:00:00,39.87027778,116.2452778,fengtai_meo
22,1.43,,-9.87,0.33,clear-night,rain,,Clear,5.07,1523023200,,319.0,4.96,2018-04-06 07:00:00,39.87027778,116.2452778,fengtai_meo
23,0.41,,-12.58,0.28,clear-night,rain,1026.77,Clear,4.52,1523026800,16.09,318.0,5.72,2018-04-06 08:00:00,39.87027778,116.2452778,fengtai_meo
0,-1.43,,-14.77,0.24,wind,rain,,Breezy,3.96,1523030400,,330.0,8.75,2018-04-06 09:00:00,39.87027778,116.2452778,fengtai_meo
1,-0.94,,-14.83,0.24,wind,rain,,Breezy,3.89,1523034000,,320.0,7.08,2018-04-06 10:00:00,39.87027778,116.2452778,fengtai_meo
2,-2.54,,-13.36,0.3,wind,rain,1025.52,Breezy,2.54,1523037600,16.09,309.0,6.72,2018-04-06 11:00:00,39.87027778,116.2452778,fengtai_meo
3,-1.81,,-14.89,0.26,clear-night,rain,,Clear,2.78,1523041200,,300.0,5.76,2018-04-06 12:00:00,39.87027778,116.2452778,fengtai_meo
4,-2.37,,-14.03,0.28,wind,rain,,Breezy,2.78,1523044800,,301.0,7.05,2018-04-06 13:00:00,39.87027778,116.2452778,fengtai_meo
5,-3.57,,-13.16,0.33,clear-night,rain,1024.51,Clear,1.39,1523048400,16.09,311.0,5.77,2018-04-06 14:00:00,39.87027778,116.2452778,fengtai_meo
6,-2.41,,-12.78,0.31,wind,rain,,Breezy,2.78,1523052000,,320.0,7.15,2018-04-06 15:00:00,39.87027778,116.2452778,fengtai_meo
7,1.23,,-12.96,0.26,clear-day,rain,,Clear,4.93,1523055600,,330.0,5.05,2018-04-06 16:00:00,39.87027778,116.2452778,fengtai_meo
8,0.34,0.7,-13.68,0.25,partly-cloudy-day,rain,1024.43,Mostly Cloudy,4.67,1523059200,15.98,354.0,6.32,2018-04-06 17:00:00,39.87027778,116.2452778,fengtai_meo
9,3.06,,-14.86,0.19,wind,rain,,Breezy,7.22,1523062800,,321.0,8.02,2018-04-06 18:00:00,39.87027778,116.2452778,fengtai_meo
10,5.82,,-13.04,0.2,clear-day,rain,,Clear,8.82,1523066400,,320.0,5.81,2018-04-06 19:00:00,39.87027778,116.2452778,fengtai_meo
11,6.92,0.64,-13.93,0.2,partly-cloudy-day,rain,1021.78,Mostly Cloudy,7.88,1523070000,16.09,339.0,1.8,2018-04-06 20:00:00,39.87027778,116.2452778,fengtai_meo
12,10.0,,-12.79,0.19,clear-day,rain,,Clear,10.0,1523073600,,,,2018-04-06 21:00:00,39.87027778,116.2452778,fengtai_meo
13,10.0,,-14.05,0.17,clear-day,rain,,Clear,10.0,1523077200,,,,2018-04-06 22:00:00,39.87027778,116.2452778,fengtai_meo
14,11.43,0.38,-12.31,0.18,partly-cloudy-day,rain,1017.19,Partly Cloudy,11.43,1523080800,16.09,202.0,1.98,2018-04-06 23:00:00,39.87027778,116.2452778,fengtai_meo
15,12.74,,-12.57,0.16,clear-day,rain,,Clear,12.74,1523084400,,,,2018-04-07 00:00:00,39.87027778,116.2452778,fengtai_meo
16,12.74,,-11.17,0.18,clear-day,rain,,Clear,12.74,1523088000,,180.0,4.92,2018-04-07 01:00:00,39.87027778,116.2452778,fengtai_meo
17,12.31,0.39,-10.22,0.2,partly-cloudy-day,rain,1013.54,Partly Cloudy,12.31,1523091600,16.09,215.0,4.09,2018-04-07 02:00:00,39.87027778,116.2452778,fengtai_meo
18,11.04,,-7.89,0.26,clear-day,rain,,Clear,11.04,1523095200,,180.0,3.97,2018-04-07 03:00:00,39.87027778,116.2452778,fengtai_meo
19,9.18,,-7.12,0.29,clear-night,rain,,Clear,9.87,1523098800,,106.0,1.84,2018-04-07 04:00:00,39.87027778,116.2452778,fengtai_meo
20,7.62,0.41,-7.14,0.32,partly-cloudy-night,rain,1011.97,Partly Cloudy,8.61,1523102400,15.85,136.0,1.94,2018-04-07 05:00:00,39.87027778,116.2452778,fengtai_meo
21,4.81,,-6.89,0.35,clear-night,rain,,Clear,7.74,1523106000,,150.0,4.92,2018-04-07 06:00:00,39.87027778,116.2452778,fengtai_meo
22,6.11,,-7.0,0.36,clear-night,rain,,Clear,7.22,1523109600,,98.0,1.84,2018-04-07 07:00:00,39.87027778,116.2452778,fengtai_meo
23,4.84,,-6.95,0.39,clear-night,rain,1010.29,Clear,6.02,1523113200,16.09,97.0,1.73,2018-04-07 08:00:00,39.87027778,116.2452778,fengtai_meo
0,-1.83,,-0.03,0.93,fog,snow,,Foggy,0.91,1522857600,2.86,161.0,2.38,2018-04-04 09:00:00,39.71861111,116.35444440000002,daxing_meo
1,0.91,,0.91,1.0,fog,snow,,Foggy,0.91,1522861200,3.06,163.0,1.3,2018-04-04 10:00:00,39.71861111,116.35444440000002,daxing_meo
2,-2.26,,-0.54,0.96,clear-night,snow,1024.15,Clear,0.01,1522864800,6.82,150.0,1.86,2018-04-04 11:00:00,39.71861111,116.35444440000002,daxing_meo
3,-1.97,,-0.04,0.92,clear-night,rain,,Clear,1.11,1522868400,4.02,155.0,2.77,2018-04-04 12:00:00,39.71861111,116.35444440000002,daxing_meo
4,-2.93,,-0.04,0.92,clear-night,rain,,Clear,1.11,1522872000,4.33,180.0,4.02,2018-04-04 13:00:00,39.71861111,116.35444440000002,daxing_meo
5,-1.98,0.0,-1.03,0.93,clear-night,snow,1022.27,Clear,0.01,1522875600,7.81,185.0,1.66,2018-04-04 14:00:00,39.71861111,116.35444440000002,daxing_meo
6,-1.68,0.0,-0.03,0.91,clear-day,rain,,Clear,1.32,1522879200,4.26,186.0,2.73,2018-04-04 15:00:00,39.71861111,116.35444440000002,daxing_meo
7,-0.93,0.0,-0.03,0.85,clear-day,rain,,Clear,2.22,1522882800,4.39,180.0,3.13,2018-04-04 16:00:00,39.71861111,116.35444440000002,daxing_meo
8,-0.99,0.93,-0.76,0.89,partly-cloudy-day,snow,1021.75,Mostly Cloudy,0.91,1522886400,6.69,220.0,1.69,2018-04-04 17:00:00,39.71861111,116.35444440000002,daxing_meo
9,-0.81,,-0.21,0.83,clear-day,rain,,Clear,2.33,1522890000,5.55,190.0,3.13,2018-04-04 18:00:00,39.71861111,116.35444440000002,daxing_meo
10,-1.04,,-0.19,0.82,clear-day,rain,,Clear,2.53,1522893600,6.47,209.0,3.8,2018-04-04 19:00:00,39.71861111,116.35444440000002,daxing_meo
11,0.27,0.9,-0.72,0.79,partly-cloudy-day,rain,1020.42,Mostly Cloudy,2.57,1522897200,8.21,198.0,2.25,2018-04-04 20:00:00,39.71861111,116.35444440000002,daxing_meo
12,3.19,,-0.12,0.79,clear-day,rain,,Clear,3.19,1522900800,6.47,,,2018-04-04 21:00:00,39.71861111,116.35444440000002,daxing_meo
13,3.4,,-0.09,0.78,clear-day,rain,,Clear,3.4,1522904400,5.91,,,2018-04-04 22:00:00,39.71861111,116.35444440000002,daxing_meo
14,2.19,0.86,-0.32,0.71,partly-cloudy-day,rain,1018.04,Mostly Cloudy,4.51,1522908000,10.15,261.0,2.65,2018-04-04 23:00:00,39.71861111,116.35444440000002,daxing_meo
15,2.1,0.0,0.77,0.73,clear-day,rain,,Clear,5.21,1522911600,8.05,250.0,4.02,2018-04-05 00:00:00,39.71861111,116.35444440000002,daxing_meo
16,5.21,,0.77,0.73,clear-day,rain,,Clear,5.21,1522915200,7.87,,,2018-04-05 01:00:00,39.71861111,116.35444440000002,daxing_meo
17,3.42,0.33,-0.5,0.63,partly-cloudy-day,rain,1016.92,Partly Cloudy,6.12,1522918800,10.09,264.0,3.68,2018-04-05 02:00:00,39.71861111,116.35444440000002,daxing_meo
18,3.75,0.0,0.87,0.69,clear-day,rain,,Clear,6.11,1522922400,7.87,270.0,3.13,2018-04-05 03:00:00,39.71861111,116.35444440000002,daxing_meo
19,2.66,0.0,0.94,0.74,clear-night,rain,,Clear,5.21,1522926000,6.69,260.0,3.13,2018-04-05 04:00:00,39.71861111,116.35444440000002,daxing_meo
20,0.91,0.38,-0.82,0.74,partly-cloudy-night,rain,1018.61,Partly Cloudy,3.38,1522929600,7.61,305.0,2.58,2018-04-05 05:00:00,39.71861111,116.35444440000002,daxing_meo
21,0.32,0.0,1.11,0.89,clear-night,rain,,Clear,2.74,1522933200,5.63,353.0,2.4,2018-04-05 06:00:00,39.71861111,116.35444440000002,daxing_meo
22,2.31,0.0,-5.37,0.4,wind,rain,,Windy,7.26,1522936800,6.42,290.0,11.18,2018-04-05 07:00:00,39.71861111,116.35444440000002,daxing_meo
23,1.46,0.0,-6.74,0.39,wind,rain,1020.05,Breezy,6.01,1522940400,7.13,288.0,8.08,2018-04-05 08:00:00,39.71861111,116.35444440000002,daxing_meo
0,1.51,0.0,-8.91,0.33,wind,rain,,Breezy,6.32,1522944000,8.05,295.0,9.33,2018-04-05 09:00:00,39.71861111,116.35444440000002,daxing_meo
1,1.88,,-11.02,0.28,wind,rain,,Breezy,6.32,1522947600,,296.0,8.03,2018-04-05 10:00:00,39.71861111,116.35444440000002,daxing_meo
2,-1.47,,-8.84,0.4,wind,rain,1019.8,Breezy,3.5,1522951200,15.55,303.0,7.14,2018-04-05 11:00:00,39.71861111,116.35444440000002,daxing_meo
3,0.18,,-9.46,0.34,wind,rain,,Breezy,5.21,1522954800,,304.0,8.86,2018-04-05 12:00:00,39.71861111,116.35444440000002,daxing_meo
4,1.31,,-9.5,0.34,clear-night,rain,,Clear,5.0,1522958400,,302.0,5.07,2018-04-05 13:00:00,39.71861111,116.35444440000002,daxing_meo
5,-1.83,,-9.94,0.37,wind,rain,1019.55,Breezy,3.44,1522962000,16.09,312.0,7.9,2018-04-05 14:00:00,39.71861111,116.35444440000002,daxing_meo
6,-0.86,,-10.14,0.32,wind,rain,,Windy,5.0,1522965600,,318.0,11.81,2018-04-05 15:00:00,39.71861111,116.35444440000002,daxing_meo
