apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,ozone,precipIntensity,precipProbability,precipType,pressure,station_id,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
2.15,0.54,2018-04-29 19:00:00,3.57,0.84,rain,51.51452534,-0.104515626,384.19,1.0084,0.71,rain,1006.42,CT2,Light Rain,6.09,1525053600,0.0,6.63,5,26.65,14.2
1.42,0.52,2018-04-29 20:00:00,3.18,0.84,rain,51.51452534,-0.104515626,384.1,1.2471,0.74,rain,1005.72,CT2,Light Rain and Breezy,5.76,1525057200,0.0,6.6,5,27.17,16.03
1.01,0.55,2018-04-29 21:00:00,3.25,0.85,rain,51.51452534,-0.104515626,384.57,1.2827,0.75,rain,1005.01,CT2,Light Rain and Breezy,5.49,1525060800,0.0,6.51,5,29.15,16.52
1.03,0.56,2018-04-29 22:00:00,3.24,0.85,rain,51.51452534,-0.104515626,385.14,1.2598,0.75,rain,1004.36,CT2,Light Rain and Breezy,5.54,1525064400,0.0,6.55,359,30.09,16.88
0.82,0.82,2018-04-29 23:00:00,3.13,0.85,rain,51.51452534,-0.104515626,382.65,1.3233,0.75,rain,1004.13,CT2,Light Rain and Breezy,5.46,1525068000,0.0,6.37,0,31.53,17.59
0.68,0.92,2018-04-30 00:00:00,3.16,0.85,rain,51.51452534,-0.104515626,382.74,1.4884,0.76,rain,1004.14,CT2,Rain and Breezy,5.44,1525071600,0.0,6.34,358,31.56,18.32
1.02,0.94,2018-04-30 01:00:00,3.22,0.84,rain,51.51452534,-0.104515626,383.16,1.6916,0.77,rain,1004.24,CT2,Rain and Breezy,5.69,1525075200,1.0,6.23,355,31.09,18.25
1.28,0.96,2018-04-30 02:00:00,3.6,0.86,rain,51.51452534,-0.104515626,383.99,1.8212,0.78,rain,1004.2,CT2,Rain and Breezy,5.78,1525078800,1.0,5.37,353,30.61,17.29
1.62,0.95,2018-04-30 03:00:00,3.72,0.85,rain,51.51452534,-0.104515626,385.44,1.8263,0.78,rain,1004.37,CT2,Rain and Breezy,6.01,1525082400,2.0,6.09,353,28.13,17.01
2.27,0.95,2018-04-30 04:00:00,3.38,0.8,rain,51.51452534,-0.104515626,387.28,1.745,0.78,rain,1004.54,CT2,Rain and Breezy,6.54,1525086000,3.0,6.6,352,29.78,17.2
2.39,0.92,2018-04-30 05:00:00,3.09,0.78,rain,51.51452534,-0.104515626,393.09,1.5367,0.76,rain,1004.99,CT2,Rain and Breezy,6.64,1525089600,3.0,6.82,349,30.61,17.3
3.47,0.64,2018-04-30 06:00:00,2.87,0.73,rain,51.51452534,-0.104515626,394.84,1.27,0.72,rain,1005.46,CT2,Light Rain and Breezy,7.29,1525093200,3.0,6.75,349,28.1,15.6
3.66,0.41,2018-04-30 07:00:00,2.76,0.72,rain,51.51452534,-0.104515626,396.0,0.9576,0.66,rain,1005.66,CT2,Light Rain and Breezy,7.46,1525096800,3.0,6.63,346,33.1,15.82
4.91,1.0,2018-04-30 08:00:00,2.46,0.66,rain,51.51452534,-0.104515626,396.93,0.6679999999999999,0.61,rain,1005.77,CT2,Light Rain and Breezy,8.36,1525100400,1.0,7.4,340,30.63,15.1
5.8,0.34,2018-04-30 09:00:00,2.13,0.63,partly-cloudy-day,51.51452534,-0.104515626,397.49,0.4089,0.52,rain,1006.12,CT2,Partly Cloudy,8.81,1525104000,1.0,7.41,335,29.43,12.97
5.93,0.19,2018-04-30 10:00:00,1.81,0.61,clear-day,51.51452534,-0.104515626,397.72,0.2057,0.38,rain,1006.49,CT2,Clear,8.84,1525107600,1.0,7.42,327,24.21,12.4
5.94,0.18,2018-04-30 11:00:00,1.24,0.59,clear-day,51.51452534,-0.104515626,395.09,0.0889,0.25,rain,1006.92,CT2,Clear,8.79,1525111200,0.0,7.43,313,21.55,11.94
6.04,0.17,2018-04-30 12:00:00,0.82,0.59,clear-day,51.51452534,-0.104515626,394.77,0.033,0.14,rain,1007.52,CT2,Clear,8.44,1525114800,0.0,7.51,307,20.76,9.14
6.14,0.21,2018-04-30 13:00:00,0.76,0.6,clear-night,51.51452534,-0.104515626,394.46,0.0051,0.06,rain,1007.99,CT2,Clear,8.11,1525118400,0.0,7.86,307,20.66,7.07
5.17,0.2,2018-04-30 14:00:00,0.68,0.64,clear-night,51.51452534,-0.104515626,394.16,0.0,0.0,,1008.37,CT2,Clear,7.09,1525122000,0.0,7.86,286,20.43,6.22
3.23,0.2,2018-04-30 15:00:00,0.98,0.72,clear-night,51.51452534,-0.104515626,393.88,0.0,0.0,,1008.45,CT2,Clear,5.66,1525125600,0.0,7.87,283,19.6,6.94
3.61,0.57,2018-04-30 16:00:00,1.06,0.7,partly-cloudy-night,51.51452534,-0.104515626,393.67,0.0,0.0,,1008.85,CT2,Partly Cloudy,6.06,1525129200,0.0,7.14,281,18.63,7.29
3.52,0.5,2018-04-30 17:00:00,1.14,0.7,partly-cloudy-night,51.51452534,-0.104515626,397.83,0.0,0.0,,1008.97,CT2,Partly Cloudy,6.25,1525132800,0.0,7.14,277,17.17,8.45
2.44,0.5,2018-04-30 18:00:00,1.59,0.77,partly-cloudy-night,51.51452534,-0.104515626,397.66,0.0,0.0,,1009.05,CT2,Partly Cloudy,5.35,1525136400,0.0,7.14,269,17.57,8.37
1.64,0.5,2018-04-30 19:00:00,1.42,0.79,partly-cloudy-night,51.51452534,-0.104515626,397.01,0.0,0.0,,1009.18,CT2,Partly Cloudy,4.71,1525140000,0.0,7.14,268,18.52,8.41
1.09,0.5,2018-04-30 20:00:00,1.19,0.8,partly-cloudy-night,51.51452534,-0.104515626,396.51,0.0,0.0,,1009.32,CT2,Partly Cloudy,4.26,1525143600,0.0,8.06,270,18.82,8.43
0.37,0.49,2018-04-30 21:00:00,0.94,0.84,partly-cloudy-night,51.51452534,-0.104515626,396.59,0.0,0.0,,1009.47,CT2,Partly Cloudy,3.36,1525147200,0.0,7.14,251,17.74,7.17
0.01,0.47,2018-04-30 22:00:00,0.59,0.84,partly-cloudy-day,51.51452534,-0.104515626,396.89,0.0,0.0,,1009.74,CT2,Partly Cloudy,3.06,1525150800,0.0,8.06,259,16.0,7.19
0.82,0.42,2018-04-30 23:00:00,0.78,0.83,partly-cloudy-day,51.51452534,-0.104515626,394.52,0.0,0.0,,1010.2,CT2,Partly Cloudy,3.45,1525154400,0.0,7.14,247,11.13,6.22
3.36,0.24,2018-05-01 00:00:00,1.65,0.75,clear-day,51.51452534,-0.104515626,395.67,0.0,0.0,,1010.46,CT2,Clear,5.78,1525158000,1.0,7.44,255,10.27,6.98
6.51,0.11,2018-05-01 01:00:00,1.68,0.63,clear-day,51.51452534,-0.104515626,397.61,0.0,0.0,,1010.62,CT2,Clear,8.3,1525161600,1.0,7.36,239,10.23,6.58
10.37,0.07,2018-05-01 02:00:00,1.13,0.53,clear-day,51.51452534,-0.104515626,398.53,0.0,0.0,,1010.6,CT2,Clear,10.37,1525165200,2.0,7.26,244,10.63,8.87
11.84,0.07,2018-05-01 03:00:00,0.9,0.47,clear-day,51.51452534,-0.104515626,397.94,0.0,0.0,,1010.56,CT2,Clear,11.84,1525168800,3.0,7.3,227,23.09,9.4
12.73,0.05,2018-05-01 04:00:00,1.39,0.46,clear-day,51.51452534,-0.104515626,396.45,0.0,0.0,,1010.37,CT2,Clear,12.73,1525172400,4.0,7.33,235,12.81,10.36
13.44,0.08,2018-05-01 05:00:00,2.13,0.46,clear-day,51.51452534,-0.104515626,379.3,0.0,0.0,,1010.18,CT2,Clear,13.44,1525176000,5.0,7.36,226,13.89,12.4
13.41,0.16,2018-05-01 06:00:00,1.73,0.45,clear-day,51.51452534,-0.104515626,375.33,0.0,0.0,,1009.97,CT2,Clear,13.41,1525179600,4.0,7.38,224,15.91,12.58
13.61,0.18,2018-05-01 07:00:00,2.81,0.48,clear-day,51.51452534,-0.104515626,372.45,0.0152,0.02,rain,1009.73,CT2,Clear,13.61,1525183200,3.0,7.44,220,18.27,14.62
12.54,0.19,2018-05-01 08:00:00,3.56,0.54,wind,51.51452534,-0.104515626,370.26,0.0279,0.03,rain,1009.41,CT2,Breezy,12.54,1525186800,2.0,7.52,223,20.29,15.31
12.38,0.4,2018-05-01 09:00:00,4.16,0.57,wind,51.51452534,-0.104515626,368.76,0.0254,0.03,rain,1009.19,CT2,Breezy and Partly Cloudy,12.38,1525190400,1.0,7.52,217,21.68,15.67
12.14,0.51,2018-05-01 10:00:00,4.14,0.58,wind,51.51452534,-0.104515626,368.02,0.0178,0.03,rain,1009.0,CT2,Breezy and Partly Cloudy,12.14,1525194000,1.0,7.52,220,22.71,15.57
11.07,0.3,2018-05-01 11:00:00,3.79,0.61,partly-cloudy-day,51.51452534,-0.104515626,368.92,0.0102,0.02,rain,1008.94,CT2,Partly Cloudy,11.07,1525197600,0.0,7.43,213,25.74,13.55
10.01,0.15,2018-05-01 12:00:00,3.78,0.65,clear-day,51.51452534,-0.104515626,368.4,0.0,0.0,,1009.09,CT2,Clear,10.01,1525201200,0.0,7.49,204,27.59,11.52
6.67,0.18,2018-05-01 13:00:00,3.76,0.7,clear-night,51.51452534,-0.104515626,367.79,0.0,0.0,,1009.16,CT2,Clear,9.04,1525204800,0.0,7.49,187,27.18,9.69
6.42,0.16,2018-05-01 14:00:00,3.91,0.71,clear-night,51.51452534,-0.104515626,367.53,0.0,0.0,,1008.91,CT2,Clear,8.8,1525208400,0.0,7.75,180,25.37,9.47
6.18,0.16,2018-05-01 15:00:00,3.78,0.72,clear-night,51.51452534,-0.104515626,367.72,0.0,0.0,,1008.39,CT2,Clear,8.48,1525212000,0.0,7.84,180,25.36,8.77
6.52,0.38,2018-05-01 16:00:00,3.63,0.7,partly-cloudy-night,51.51452534,-0.104515626,368.18,0.0,0.0,,1008.08,CT2,Partly Cloudy,8.87,1525215600,0.0,7.08,180,24.84,9.34
6.88,0.12,2018-05-01 17:00:00,3.86,0.69,clear-night,51.51452534,-0.104515626,371.64,0.0,0.0,,1007.55,CT2,Clear,9.16,1525219200,0.0,7.14,178,24.95,9.35
6.94,0.33,2018-05-01 18:00:00,4.6,0.72,partly-cloudy-night,51.51452534,-0.104515626,372.41,0.0102,0.04,rain,1006.94,CT2,Partly Cloudy,9.43,1525222800,0.0,7.14,183,26.41,10.83
7.21,0.14,2018-05-01 19:00:00,5.38,0.74,clear-night,51.51452534,-0.104515626,372.88,0.033,0.07,rain,1006.34,CT2,Clear,9.88,1525226400,0.0,7.08,198,28.5,12.59
7.06,0.07,2018-05-01 20:00:00,5.64,0.75,clear-night,51.51452534,-0.104515626,373.19,0.066,0.11,rain,1005.74,CT2,Clear,9.77,1525230000,0.0,7.08,196,22.3,12.7
5.54,0.5,2018-05-01 21:00:00,5.05,0.77,partly-cloudy-night,51.51452534,-0.104515626,373.36,0.0889,0.14,rain,1005.05,CT2,Partly Cloudy,8.8,1525233600,0.0,7.81,196,31.43,14.57
6.1,0.18,2018-05-01 22:00:00,5.72,0.79,clear-day,51.51452534,-0.104515626,373.52,0.1245,0.18,rain,1004.59,CT2,Clear,9.19,1525237200,0.0,6.98,192,30.98,14.24
5.94,0.76,2018-05-01 23:00:00,6.06,0.81,wind,51.51452534,-0.104515626,373.83,0.1702,0.23,rain,1004.29,CT2,Breezy and Mostly Cloudy,9.22,1525240800,0.0,6.69,190,28.3,15.62
5.94,0.77,2018-05-02 00:00:00,6.68,0.84,wind,51.51452534,-0.104515626,374.62,0.1981,0.27,rain,1003.96,CT2,Breezy and Mostly Cloudy,9.28,1525244400,1.0,5.72,189,25.53,16.23
5.8,0.94,2018-05-02 01:00:00,7.51,0.89,wind,51.51452534,-0.104515626,375.67,0.2134,0.31,rain,1003.62,CT2,Breezy and Overcast,9.21,1525248000,1.0,5.24,186,26.85,16.64
5.92,0.97,2018-05-02 02:00:00,7.71,0.89,wind,51.51452534,-0.104515626,376.81,0.2616,0.36,rain,1003.36,CT2,Breezy and Overcast,9.4,1525251600,1.0,4.81,187,28.59,17.64
6.45,0.96,2018-05-02 03:00:00,8.26,0.9,wind,51.51452534,-0.104515626,377.62,0.4521,0.48,rain,1003.18,CT2,Breezy and Overcast,9.77,1525255200,2.0,4.49,191,29.74,17.22
6.63,1.0,2018-05-02 04:00:00,8.59,0.92,rain,51.51452534,-0.104515626,378.52,0.828,0.63,rain,1002.99,CT2,Light Rain and Breezy,9.84,1525258800,3.0,4.49,198,33.53,16.51
10.41,0.96,2018-05-02 05:00:00,9.28,0.93,rain,51.51452534,-0.104515626,377.29,1.0236,0.67,rain,1003.07,CT2,Light Rain,10.41,1525262400,3.0,4.68,203,28.0,14.79
12.06,0.33,2018-05-02 06:00:00,10.6,0.91,rain,51.51452534,-0.104515626,380.52,0.7290000000000001,0.56,rain,1003.51,CT2,Light Rain,12.06,1525266000,4.0,6.37,232,26.8,11.1
13.47,0.92,2018-05-02 07:00:00,8.54,0.72,partly-cloudy-day,51.51452534,-0.104515626,384.85,0.3175,0.32,rain,1004.52,CT2,Mostly Cloudy,13.47,1525269600,2.0,6.8,274,36.39,12.49
11.48,0.7,2018-05-02 08:00:00,9.13,0.85,partly-cloudy-day,51.51452534,-0.104515626,388.64,0.1168,0.16,rain,1005.55,CT2,Mostly Cloudy,11.48,1525273200,2.0,7.39,292,21.09,11.66
12.42,0.5,2018-05-02 09:00:00,6.07,0.65,partly-cloudy-day,51.51452534,-0.104515626,391.42,0.0813,0.1,rain,1006.84,CT2,Partly Cloudy,12.42,1525276800,1.0,7.52,295,17.19,11.63
12.42,0.32,2018-05-02 10:00:00,6.33,0.66,partly-cloudy-day,51.51452534,-0.104515626,393.59,0.0914,0.08,rain,1008.15,CT2,Partly Cloudy,12.42,1525280400,1.0,7.52,299,16.6,10.25
11.96,0.12,2018-05-02 11:00:00,4.94,0.62,clear-day,51.51452534,-0.104515626,401.32,0.0914,0.08,rain,1009.31,CT2,Clear,11.96,1525284000,0.0,7.52,304,15.26,10.08
10.79,0.07,2018-05-02 12:00:00,4.07,0.63,clear-day,51.51452534,-0.104515626,401.47,0.0457,0.04,rain,1010.59,CT2,Clear,10.79,1525287600,0.0,7.6,295,14.93,7.49
8.03,0.06,2018-05-02 13:00:00,4.22,0.71,clear-night,51.51452534,-0.104515626,399.85,0.0076,0.02,rain,1011.74,CT2,Clear,9.26,1525291200,0.0,8.06,284,14.91,5.34
6.36,0.06,2018-05-02 14:00:00,4.04,0.77,clear-night,51.51452534,-0.104515626,398.08,0.0,0.0,,1012.71,CT2,Clear,7.76,1525294800,0.0,8.06,262,14.99,5.07
5.44,0.0,2018-05-02 15:00:00,3.97,0.8,clear-night,51.51452534,-0.104515626,396.84,0.0,0.0,,1013.43,CT2,Clear,7.12,1525298400,0.0,7.73,262,15.4,5.49
5.82,0.0,2018-05-02 16:00:00,3.38,0.75,clear-night,51.51452534,-0.104515626,395.5,0.0,0.0,,1014.13,CT2,Clear,7.5,1525302000,0.0,8.06,273,15.89,5.74
5.67,0.0,2018-05-02 17:00:00,3.14,0.76,clear-night,51.51452534,-0.104515626,393.79,0.0,0.0,,1014.7,CT2,Clear,7.17,1525305600,0.0,8.06,268,13.11,5.06
4.89,0.0,2018-05-02 18:00:00,3.03,0.79,clear-night,51.51452534,-0.104515626,390.08,0.0,0.0,,1015.24,CT2,Clear,6.38,1525309200,0.0,7.97,263,11.88,4.68
4.07,0.0,2018-05-02 19:00:00,2.98,0.84,clear-night,51.51452534,-0.104515626,385.61,0.0,0.0,,1015.7,CT2,Clear,5.54,1525312800,0.0,7.67,262,10.38,4.31
3.57,0.0,2018-05-02 20:00:00,2.94,0.87,clear-night,51.51452534,-0.104515626,381.41,0.0,0.0,,1016.28,CT2,Clear,4.87,1525316400,0.0,7.49,263,8.86,3.78
4.37,0.04,2018-05-02 21:00:00,2.62,0.88,clear-night,51.51452534,-0.104515626,378.01,0.0,0.0,,1016.67,CT2,Clear,4.37,1525320000,0.0,7.35,273,7.25,3.0
2.62,0.1,2018-05-02 22:00:00,3.18,0.94,clear-day,51.51452534,-0.104515626,374.96,0.0,0.0,,1017.25,CT2,Clear,4.08,1525323600,0.0,6.61,239,5.62,3.84
3.51,0.2,2018-05-02 23:00:00,4.29,0.95,clear-day,51.51452534,-0.104515626,368.45,0.0,0.0,,1018.08,CT2,Clear,5.07,1525327200,0.0,6.63,245,6.35,4.35
6.87,0.29,2018-05-03 00:00:00,5.81,0.88,partly-cloudy-day,51.51452534,-0.104515626,366.9,0.0,0.0,,1018.79,CT2,Partly Cloudy,7.63,1525330800,1.0,7.31,275,5.14,3.53
8.92,0.32,2018-05-03 01:00:00,5.79,0.78,partly-cloudy-day,51.51452534,-0.104515626,366.48,0.0,0.0,,1019.25,CT2,Partly Cloudy,9.36,1525334400,1.0,7.6,288,4.9,3.35
10.98,0.17,2018-05-03 02:00:00,5.66,0.7,clear-day,51.51452534,-0.104515626,366.31,0.0,0.0,,1019.53,CT2,Clear,10.98,1525338000,2.0,7.31,277,4.7,1.92
12.5,0.16,2018-05-03 03:00:00,6.17,0.65,clear-day,51.51452534,-0.104515626,366.14,0.0,0.0,,1019.83,CT2,Clear,12.5,1525341600,4.0,7.3,221,4.4,1.99
13.59,0.19,2018-05-03 04:00:00,4.74,0.55,clear-day,51.51452534,-0.104515626,366.19,0.0,0.0,,1019.84,CT2,Clear,13.59,1525345200,5.0,7.33,242,5.97,4.55
14.51,0.24,2018-05-03 05:00:00,4.46,0.51,clear-day,51.51452534,-0.104515626,365.65,0.0,0.0,,1019.97,CT2,Clear,14.51,1525348800,5.0,7.36,252,7.55,6.27
15.02,0.21,2018-05-03 06:00:00,4.23,0.48,clear-day,51.51452534,-0.104515626,366.46,0.0,0.0,,1019.81,CT2,Clear,15.02,1525352400,4.0,7.38,246,7.29,6.63
15.73,0.22,2018-05-03 07:00:00,3.92,0.45,clear-day,51.51452534,-0.104515626,367.5,0.0,0.0,,1019.38,CT2,Clear,15.73,1525356000,3.0,7.39,260,9.87,7.63
16.24,0.12,2018-05-03 08:00:00,3.54,0.43,clear-day,51.51452534,-0.104515626,367.76,0.0,0.0,,1019.0,CT2,Clear,16.24,1525359600,2.0,7.46,258,18.84,7.76
16.8,0.17,2018-05-03 09:00:00,5.12,0.46,clear-day,51.51452534,-0.104515626,366.83,0.0,0.0,,1018.89,CT2,Clear,16.8,1525363200,1.0,7.79,245,22.61,5.74
16.07,0.18,2018-05-03 10:00:00,4.67,0.47,clear-day,51.51452534,-0.104515626,365.0,0.0,0.0,,1019.1,CT2,Clear,16.07,1525366800,1.0,7.63,228,8.32,5.92
15.31,0.18,2018-05-03 11:00:00,5.2,0.51,clear-day,51.51452534,-0.104515626,361.95,0.0,0.0,,1019.56,CT2,Clear,15.31,1525370400,0.0,7.67,234,5.89,5.89
14.48,0.18,2018-05-03 12:00:00,5.51,0.55,clear-day,51.51452534,-0.104515626,360.25,0.0,0.0,,1020.22,CT2,Clear,14.48,1525374000,0.0,7.94,225,17.64,6.11
13.13,0.2,2018-05-03 13:00:00,5.9,0.62,clear-night,51.51452534,-0.104515626,358.55,0.0102,0.01,rain,1020.97,CT2,Clear,13.13,1525377600,0.0,7.94,212,8.9,6.29
12.16,0.17,2018-05-03 14:00:00,5.96,0.66,clear-night,51.51452534,-0.104515626,356.54,0.0178,0.02,rain,1021.38,CT2,Clear,12.16,1525381200,0.0,7.95,211,10.38,6.12
12.08,0.2,2018-05-03 15:00:00,5.59,0.64,clear-night,51.51452534,-0.104515626,353.77,0.0152,0.02,rain,1021.39,CT2,Clear,12.08,1525384800,0.0,7.96,224,10.56,6.24
11.75,0.42,2018-05-03 16:00:00,5.69,0.66,partly-cloudy-night,51.51452534,-0.104515626,350.71,0.0127,0.02,rain,1021.69,CT2,Partly Cloudy,11.75,1525388400,0.0,7.14,229,10.11,5.71
10.91,0.36,2018-05-03 17:00:00,5.51,0.69,partly-cloudy-night,51.51452534,-0.104515626,343.88,0.0102,0.02,rain,1021.8,CT2,Partly Cloudy,10.91,1525392000,0.0,7.14,223,5.96,4.89
10.53,0.5,2018-05-03 18:00:00,5.98,0.73,partly-cloudy-night,51.51452534,-0.104515626,341.66,0.0076,0.02,rain,1021.87,CT2,Partly Cloudy,10.53,1525395600,0.0,7.14,224,5.38,4.24
10.37,0.5,2018-05-03 19:00:00,6.46,0.77,partly-cloudy-night,51.51452534,-0.104515626,340.31,0.0,0.0,,1021.95,CT2,Partly Cloudy,10.37,1525399200,0.0,7.14,221,5.15,4.2
10.19,0.5,2018-05-03 20:00:00,6.51,0.78,partly-cloudy-night,51.51452534,-0.104515626,339.15,0.0,0.0,,1022.03,CT2,Partly Cloudy,10.19,1525402800,0.0,7.06,231,4.78,3.09
9.82,0.49,2018-05-03 21:00:00,6.63,0.81,partly-cloudy-night,51.51452534,-0.104515626,337.94,0.0,0.0,,1022.08,CT2,Partly Cloudy,9.82,1525406400,0.0,6.99,232,3.95,2.94
9.26,0.4,2018-05-03 22:00:00,6.84,0.85,partly-cloudy-day,51.51452534,-0.104515626,336.93,0.0,0.0,,1022.46,CT2,Partly Cloudy,9.26,1525410000,0.0,6.9,233,2.98,1.98
10.34,0.48,2018-05-03 23:00:00,7.33,0.82,partly-cloudy-day,51.51452534,-0.104515626,336.54,0.0,0.0,,1022.73,CT2,Partly Cloudy,10.34,1525413600,0.0,7.02,203,3.4,2.93
12.16,0.29,2018-05-04 00:00:00,7.18,0.72,partly-cloudy-day,51.51452534,-0.104515626,335.77,0.0,0.0,,1023.01,CT2,Partly Cloudy,12.16,1525417200,1.0,7.44,194,4.5,2.64
13.61,0.16,2018-05-04 01:00:00,7.34,0.66,clear-day,51.51452534,-0.104515626,335.16,0.0,0.0,,1023.23,CT2,Clear,13.61,1525420800,2.0,7.52,208,3.99,2.85
14.89,0.08,2018-05-04 02:00:00,7.11,0.6,clear-day,51.51452534,-0.104515626,334.75,0.0,0.0,,1023.38,CT2,Clear,14.89,1525424400,3.0,7.24,229,5.49,3.63
16.24,0.1,2018-05-04 03:00:00,7.82,0.57,clear-day,51.51452534,-0.104515626,334.66,0.0,0.0,,1023.48,CT2,Clear,16.24,1525428000,4.0,7.23,219,5.7,3.39
17.27,0.1,2018-05-04 04:00:00,7.57,0.53,clear-day,51.51452534,-0.104515626,334.82,0.0,0.0,,1023.45,CT2,Clear,17.27,1525431600,5.0,7.33,255,6.12,4.73
17.91,0.12,2018-05-04 05:00:00,7.72,0.51,clear-day,51.51452534,-0.104515626,334.14,0.0,0.0,,1023.46,CT2,Clear,17.91,1525435200,6.0,7.49,265,6.45,3.37
18.76,0.13,2018-05-04 06:00:00,7.19,0.47,clear-day,51.51452534,-0.104515626,333.94,0.0,0.0,,1023.53,CT2,Clear,18.76,1525438800,5.0,7.38,274,5.59,2.48
19.1,0.3,2018-05-04 07:00:00,8.28,0.49,partly-cloudy-day,51.51452534,-0.104515626,333.64,0.0,0.0,,1023.51,CT2,Partly Cloudy,19.1,1525442400,4.0,7.52,327,1.91,1.91
18.97,0.28,2018-05-04 08:00:00,7.67,0.48,partly-cloudy-day,51.51452534,-0.104515626,333.29,0.0051,0.01,rain,1023.29,CT2,Partly Cloudy,18.97,1525446000,2.0,7.61,327,6.33,3.46
19.44,0.29,2018-05-04 09:00:00,8.83,0.5,partly-cloudy-day,51.51452534,-0.104515626,332.84,0.0,0.0,,1023.15,CT2,Partly Cloudy,19.44,1525449600,1.0,7.62,1,6.23,2.48
19.21,0.12,2018-05-04 10:00:00,8.62,0.5,clear-day,51.51452534,-0.104515626,332.27,0.0051,0.01,rain,1023.11,CT2,Clear,19.21,1525453200,1.0,7.63,31,5.43,2.97
18.51,0.17,2018-05-04 11:00:00,8.83,0.53,clear-day,51.51452534,-0.104515626,336.0,0.0102,0.01,rain,1023.42,CT2,Clear,18.51,1525456800,0.0,7.74,91,6.67,3.87
16.82,0.23,2018-05-04 12:00:00,8.91,0.6,clear-day,51.51452534,-0.104515626,336.0,0.0051,0.01,rain,1023.93,CT2,Clear,16.82,1525460400,0.0,7.94,109,7.53,3.01
15.48,0.51,2018-05-04 13:00:00,8.29,0.62,partly-cloudy-night,51.51452534,-0.104515626,335.6,0.0,0.0,,1024.33,CT2,Partly Cloudy,15.48,1525464000,0.0,7.94,138,8.61,3.15
13.93,0.07,2018-05-04 14:00:00,7.4,0.65,clear-night,51.51452534,-0.104515626,335.44,0.0,0.0,,1024.9,CT2,Clear,13.93,1525467600,0.0,7.95,145,9.18,5.04
13.71,0.14,2018-05-04 15:00:00,7.18,0.65,clear-night,51.51452534,-0.104515626,335.84,0.0,0.0,,1024.95,CT2,Clear,13.71,1525471200,0.0,7.72,148,8.46,4.93
12.25,0.49,2018-05-04 16:00:00,5.59,0.64,partly-cloudy-night,51.51452534,-0.104515626,336.45,0.0,0.0,,1025.42,CT2,Partly Cloudy,12.25,1525474800,0.0,6.18,181,7.0,2.32
11.28,0.61,2018-05-04 17:00:00,6.32,0.71,partly-cloudy-night,51.51452534,-0.104515626,324.25,0.0,0.0,,1025.86,CT2,Mostly Cloudy,11.28,1525478400,0.0,6.22,141,3.98,1.85
10.16,0.5,2018-05-04 18:00:00,6.72,0.79,partly-cloudy-night,51.51452534,-0.104515626,323.79,0.0,0.0,,1025.74,CT2,Partly Cloudy,10.16,1525482000,0.0,6.22,77,4.24,1.58
9.11,0.37,2018-05-04 19:00:00,6.49,0.84,partly-cloudy-night,51.51452534,-0.104515626,324.66,0.0,0.0,,1025.35,CT2,Partly Cloudy,9.11,1525485600,0.0,5.43,79,5.32,2.58
8.72,0.01,2018-05-04 20:00:00,6.48,0.86,clear-night,51.51452534,-0.104515626,325.53,0.0,0.0,,1025.16,CT2,Clear,8.72,1525489200,0.0,4.99,80,6.13,1.87
8.47,0.0,2018-05-04 21:00:00,5.76,0.83,clear-night,51.51452534,-0.104515626,325.72,0.0,0.0,,1025.28,CT2,Clear,8.47,1525492800,0.0,4.99,91,6.1,1.92
7.8,0.0,2018-05-04 22:00:00,5.74,0.87,clear-day,51.51452534,-0.104515626,325.82,0.0,0.0,,1025.54,CT2,Clear,7.8,1525496400,0.0,4.99,77,5.8,1.61
9.71,0.0,2018-05-04 23:00:00,6.57,0.81,clear-day,51.51452534,-0.104515626,330.06,0.0,0.0,,1025.9,CT2,Clear,9.71,1525500000,1.0,4.99,356,4.66,1.83
11.84,0.0,2018-05-05 00:00:00,6.13,0.68,clear-day,51.51452534,-0.104515626,330.31,0.0,0.0,,1025.96,CT2,Clear,11.84,1525503600,1.0,6.03,83,5.17,2.92
14.76,0.0,2018-05-05 01:00:00,5.41,0.53,clear-day,51.51452534,-0.104515626,330.06,0.0,0.0,,1025.99,CT2,Clear,14.76,1525507200,2.0,7.6,98,6.1,5.44
16.56,0.0,2018-05-05 02:00:00,5.42,0.48,clear-day,51.51452534,-0.104515626,329.87,0.0,0.0,,1025.94,CT2,Clear,16.56,1525510800,3.0,9.26,99,6.89,6.05
18.06,0.0,2018-05-05 03:00:00,4.74,0.41,clear-day,51.51452534,-0.104515626,329.93,0.0,0.0,,1025.81,CT2,Clear,18.06,1525514400,4.0,9.44,95,7.33,6.81
19.25,0.0,2018-05-05 04:00:00,5.86,0.42,clear-day,51.51452534,-0.104515626,330.05,0.0,0.0,,1025.66,CT2,Clear,19.25,1525518000,6.0,9.59,83,7.62,6.18
20.11,0.0,2018-05-05 05:00:00,5.88,0.39,clear-day,51.51452534,-0.104515626,325.52,0.0,0.0,,1025.4,CT2,Clear,20.11,1525521600,6.0,9.75,93,7.89,7.41
20.81,0.0,2018-05-05 06:00:00,6.24,0.39,clear-day,51.51452534,-0.104515626,325.12,0.0,0.0,,1024.99,CT2,Clear,20.81,1525525200,6.0,10.0,103,7.79,7.39
